218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;114 198 211;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;84 153 185;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;
218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;
166 245 242;166 245 242;166 245 242;166 245 242;166 245 242;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;109 176 204;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;114 198 211;114 198 211;114 198 211;114 198 211;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;
152 232 237;152 232 237;152 232 237;152 232 237;138 212 228;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;114 198 211;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;
114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;114 198 211;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;
114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;114 198 211;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;218 226 246;218 226 246;138 212 228;138 212 228;138 212 228;218 226 246;218 226 246;160 154 176;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;138 212 228;138 212 228;138 212 228;138 212 228;218 226 246;218 226 246;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;
138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;218 226 246;218 226 246;170 176 201;160 154 176;218 226 246;218 226 246;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;218 226 246;218 226 246;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;152 232 237;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;
138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;152 232 237;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;218 226 246;170 176 201;160 154 176;160 154 176;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;166 245 242;166 245 242;166 245 242;166 245 242;166 245 242;166 245 242;166 245 242;166 245 242;166 245 242;166 245 242;166 245 242;166 245 242;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;
138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;138 212 228;138 212 228;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;218 226 246;170 176 201;170 176 201;218 226 246;160 154 176;160 154 176;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;218 226 246;166 245 242;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;
138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;138 212 228;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;218 226 246;218 226 246;170 176 201;218 226 246;218 226 246;160 154 176;160 154 176;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;218 226 246;218 226 246;218 226 246;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;152 232 237;
