30 134 211;30 134 211;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;30 134 211;30 134 211;
43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;
43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;
43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;
93 175 234;93 175 234;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;43 144 215;93 175 234;
93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;
93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;151 221 248;233 240 252;233 240 252;233 240 252;233 240 252;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;
93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;114 200 240;114 200 240;114 200 240;114 200 240;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;114 200 240;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;
93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;114 200 240;114 200 240;114 200 240;114 200 240;114 200 240;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;114 200 240;114 200 240;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;114 200 240;
114 200 240;114 200 240;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;114 200 240;114 200 240;114 200 240;114 200 240;114 200 240;151 221 248;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;233 240 252;114 200 240;114 200 240;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;93 175 234;114 200 240;114 200 240;114 200 240;
