15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;
15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;
15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;
15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;15 121 204;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;15 121 204;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;
31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;15 121 204;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;101 70 73;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;31 151 217;31 151 217;31 151 217;31 151 217;
31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;101 70 73;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;
31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;157 78 67;101 70 73;101 70 73;101 70 73;101 70 73;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;
31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;221 240 247;221 240 247;101 70 73;157 78 67;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;
31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;157 78 67;101 70 73;157 78 67;157 78 67;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;
31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;91 165 228;91 165 228;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;168 214 241;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;91 165 228;101 70 73;91 165 228;91 165 228;101 70 73;101 70 73;157 78 67;157 78 67;101 70 73;101 70 73;101 70 73;31 151 217;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;221 240 247;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;31 151 217;
