114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;209 144 93;209 144 93;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;208 246 253;208 246 253;208 246 253;208 246 253;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;114 204 242;114 204 242;114 204 242;114 204 242;
114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;143 114 163;143 114 163;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;165 219 248;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;209 144 93;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;
246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;209 144 93;143 114 163;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;208 246 253;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;
208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;114 204 242;114 204 242;114 204 242;209 144 93;209 144 93;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;209 144 93;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;208 246 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;
165 219 248;165 219 248;208 246 253;208 246 253;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;209 144 93;209 144 93;143 114 163;143 114 163;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;114 204 242;114 204 242;165 219 248;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;209 144 93;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;208 246 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;
114 204 242;114 204 242;114 204 242;114 204 242;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;208 246 253;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;209 144 93;143 114 163;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;208 246 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;
114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;246 249 253;246 249 253;208 246 253;209 144 93;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;
114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;246 249 253;246 249 253;209 144 93;209 144 93;114 204 242;114 204 242;114 204 242;114 204 242;208 246 253;208 246 253;208 246 253;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;
165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;209 144 93;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;208 246 253;208 246 253;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;208 246 253;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;
165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;209 144 93;209 144 93;246 249 253;246 249 253;165 219 248;165 219 248;165 219 248;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;143 114 163;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;114 204 242;165 219 248;165 219 248;208 246 253;208 246 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;209 144 93;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;246 249 253;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;165 219 248;
