150 101 114;180 129 151;213 168 173;213 168 173;213 168 173;213 168 173;213 168 173;213 168 173;213 168 173;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;98 142 252;98 142 252;98 142 252;98 142 252;98 142 252;
150 101 114;150 101 114;150 101 114;150 101 114;212 166 172;212 167 172;212 167 172;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;101 145 251;101 145 251;101 145 251;
150 101 114;150 101 114;150 101 114;150 101 114;150 101 114;150 101 114;150 101 114;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;104 149 250;104 149 250;
150 101 114;150 101 114;150 101 114;150 101 114;150 101 114;150 101 114;150 101 114;150 101 114;150 101 114;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;108 153 249;
150 101 114;150 101 114;105 73 99;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;150 101 114;150 101 114;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;105 150 248;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;112 157 248;
105 73 99;105 73 99;105 73 99;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;105 73 99;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;115 161 247;
105 73 99;105 73 99;105 73 99;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;105 73 99;150 101 114;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;
105 73 99;105 73 99;105 73 99;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;105 73 99;105 73 99;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;105 150 248;206 165 169;206 165 169;
105 73 99;105 73 99;105 73 99;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;105 73 99;150 101 114;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;206 165 169;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;163 214 232;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;206 165 169;150 101 114;
105 73 99;94 54 76;94 54 76;105 73 99;105 73 99;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;166 140 165;105 73 99;105 73 99;206 165 169;206 165 169;206 165 169;206 165 169;150 101 114;150 101 114;150 101 114;150 101 114;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;225 220 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;144 181 236;206 165 169;206 165 169;150 101 114;
